level,expression,reading
N3,真理,しんり
N3,眺め,ながめ
N3,眺める,ながめる
N3,着ける,つける
N3,睡眠,すいみん
N3,瞬間,しゅんかん
N3,知らせ,しらせ
N3,知事,ちじ
N3,知合い,しりあい
N3,知恵,ちえ
N3,知能,ちのう
N3,知識,ちしき
N3,石油,せきゆ
N3,石炭,せきたん
N3,砂漠,さばく
N3,破る,やぶる
N3,破れる,やぶれる
N3,破産,はさん
N3,硬い,かたい
N3,硬貨,こうか
N3,碁,ご
N3,碑,ひ
N3,碗,わん
N3,確かめる,たしかめる
N3,確実,かくじつ
N3,確認,かくにん
N3,磁器,じき
N3,磁気,じき
N3,示す,しめす
N3,礼,れい
N3,礼儀,れいぎ
N3,祝い,いわい
N3,祝う,いわう
N3,神,かみ
N3,神経,しんけい
N3,票,ひょう
N3,祭,まつり
N3,禁止,きんし
N3,禁煙,きんえん
N3,禅,ぜん
N3,福,ふく
N3,私用,しよう
N3,科目,かもく
N3,秒,びょう
N3,秘密,ひみつ
N3,移動,いどう
N3,程度,ていど
N3,税,ぜい
N3,税金,ぜいきん
N3,種,たね
N3,種類,しゅるい
N3,稲,いね
N3,稼ぐ,かせぐ
N3,穀物,こくもつ
N3,積む,つむ
N3,積もる,つもる
N3,積極的,せっきょくてき
N3,穏やか,おだやか
N3,穴,あな
N3,空,から
N3,空き,あき
N3,突く,つく
N3,突然,とつぜん
N3,立ち上がる,たちあがる
N3,立場,たちば
N3,章,しょう
N3,童謡,どうよう
N3,端,はし
N3,競技,きょうぎ
N3,笑い,わらい
N3,笑顔,えがお
N3,笛,ふえ
N3,筆,ふで
N3,等しい,ひとしい
N3,筋,すじ
N3,筋肉,きんにく
N3,答案,とうあん
N3,策,さく
N3,管,かん
N3,管,くだ
N3,管理,かんり
N3,節,せつ
N3,節,ふし
N3,節約,せつやく
N3,範囲,はんい
N3,築く,きずく
N3,籠,かご
N3,粉,こな
N3,粋,いき
N3,粗,あら
N3,粗末,そまつ
N3,精々,せいぜい
N3,精巧,せいこう
N3,精神,せいしん
N3,精算,せいさん
N3,約,やく
N3,納める,おさめる
N3,納得,なっとく
N3,紐,ひも
N3,級,きゅう
N3,素,もと
N3,終える,おえる
N3,組,くみ
N3,組む,くむ
N3,組合,くみあい
N3,組織,そしき
N3,経つ,たつ
N3,経る,へる
N3,経営,けいえい
N3,経由,けいゆ
N3,経緯,けいい
N3,結ぶ,むすぶ
N3,結局,けっきょく
N3,結果,けっか
N3,結論,けつろん
N3,給料,きゅうりょう
N3,絵画,かいが
N3,絶対,ぜったい
N3,絶滅,ぜつめつ
N3,継ぐ,つぐ
N3,続き,つづき
N3,維持,いじ
N3,綴じる,とじる
N3,綿,めん
N3,綿,わた
N3,緊張,きんちょう
N3,縁,えん
N3,縁,ふち
N3,縄,なわ
N3,繋がる,つながる
N3,繋ぐ,つなぐ
N3,繋げる,つなげる
N3,織る,おる
N3,繰り返す,くりかえす
N3,缶,かん
N3,罪,つみ
N3,罰する,ばっする
N3,署名,しょめい
N3,罹る,かかる
N3,美人,びじん
N3,群,ぐん
N3,羨ましい,うらやましい
N3,義務,ぎむ
N3,羽,はね
N3,羽根,はね
N3,翼,つばさ
N3,老い,おい
N3,老人,ろうじん
N3,考え,かんがえ
N3,考慮,こうりょ
N3,者,もの
N3,職,しょく
N3,職業,しょくぎょう
N3,肌,はだ
N3,股,また
N3,肩,かた
N3,育つ,そだつ
N3,肺,はい
N3,胃,い
N3,胡椒,こしょう
N3,胸,むね
N3,能,のう
N3,能力,のうりょく
N3,脂,あぶら
N3,脂肪,しぼう
N3,脇,わき
N3,脳,のう
N3,腐る,くさる
N3,腰,こし
N3,腹,はら
N3,膜,まく
N3,膝,ひざ
N3,膳,ぜん
N3,臨む,のぞむ
N3,自動,じどう
N3,自己,じこ
N3,自慢,じまん
N3,自殺,じさつ
N3,自然,しぜん
N3,自身,じしん
N3,臭い,くさい
N3,至る,いたる
N3,至急,しきゅう
N3,興奮,こうふん
N3,舌,した
N3,舞台,ぶたい
N3,航海,こうかい
N3,航空,こうくう
N3,良い,よい
N3,芝居,しばい
N3,芝生,しばふ
N3,芸術,げいじゅつ
N3,芽,め
N3,苦,く
N3,苦しい,くるしい
N3,苦しむ,くるしむ
N3,苦労,くろう
N3,苦手,にがて
N3,苦痛,くつう
N3,茶,ちゃ
N3,茹でる,ゆでる
N3,荒廃,こうはい
N3,莫大,ばくだい
N3,菌,きん
N3,菓子,かし
N3,著す,あらわす
N3,著者,ちょしゃ
N3,蒔く,まく
N3,蒸し暑い,むしあつい
N3,蒸す,むす
N3,蕎麦,そば
N3,虎,とら
N3,虫歯,むしば
N3,蚊,か
N3,血液,けつえき
N3,血管,けっかん
N3,衆,しゅう
N3,行き,いき
N3,行き,ゆき
N3,行儀,ぎょうぎ
N3,行動,こうどう
N3,街,まち
N3,衛星,えいせい
N3,衝突,しょうとつ
N3,衣料,いりょう
N3,衣服,いふく
N3,表,ひょう
N3,表す,あらわす
N3,表情,ひょうじょう
N3,表現,ひょうげん
N3,表面,ひょうめん
N3,袋,ふくろ
N3,袖,そで
N3,被る,かぶる
N3,被害,ひがい
N3,裁く,さばく
N3,裁判,さいばん
N3,裂く,さく
N3,裂ける,さける
N3,装置,そうち
N3,裏切る,うらぎる
N3,補償,ほしょう
N3,裸,はだか
N3,製品,せいひん
N3,製造,せいぞう
N3,要するに,ようするに
N3,要求,ようきゅう
N3,要点,ようてん
N3,要素,ようそ
N3,覆う,おおう
N3,見事,みごと
N3,見当,けんとう
N3,見掛ける,みかける
N3,見舞い,みまい
N3,見解,けんかい
N3,見送り,みおくり
N3,規制,きせい
N3,視点,してん
N3,視覚,しかく
N3,覗く,のぞく
N3,覚ます,さます
N3,覚める,さめる
N3,覚悟,かくご
N3,親しい,したしい
N3,親友,しんゆう
N3,親戚,しんせき
N3,観光,かんこう
N3,観客,かんきゃく
N3,観察,かんさつ
N3,角,かく
N3,角,すみ
N3,解く,とく
N3,解ける,とける
N3,解決,かいけつ
N3,解釈,かいしゃく
N3,触れる,ふれる
N3,言わば,いわば
N3,言語,げんご
N3,計,けい
N3,計る,はかる
N3,計器,けいき
N3,計算,けいさん
N3,討つ,うつ
N3,訓,くん
N3,訓練,くんれん
N3,記事,きじ
N3,記入,きにゅう
N3,記念,きねん
N3,記憶,きおく
N3,記者,きしゃ
N3,記録,きろく
N3,訪問,ほうもん
N3,設備,せつび
N3,設計,せっけい
N3,許す,ゆるす
N3,許可,きょか
N3,訳,やく
N3,訳す,やくす
N3,訴える,うったえる
N3,診る,みる
N3,診察,しんさつ
N3,証明,しょうめい
N3,評価,ひょうか
N3,評判,ひょうばん
N3,試し,ためし
N3,試す,ためす
N3,詩,し
N3,詩人,しじん
N3,詰める,つめる
N3,話し合う,はなしあう
N3,話題,わだい
N3,詳しい,くわしい
N3,誇り,ほこり
N3,認める,みとめる
N3,誕生,たんじょう
N3,誘う,さそう
N3,語る,かたる
N3,語句,ごく
N3,語学,ごがく
N3,誤り,あやまり
N3,誤解,ごかい
N3,説,せつ
N3,説く,とく
N3,読み,よみ
N3,読書,どくしょ
N3,課,か
N3,課程,かてい
N3,課題,かだい
N3,調子,ちょうし
N3,調査,ちょうさ
N3,請求,せいきゅう
N3,論じる,ろんじる
N3,論争,ろんそう
N3,論文,ろんぶん
N3,諦める,あきらめる
N3,諮る,はかる
N3,諺,ことわざ
N3,謎,なぞ
N3,講演,こうえん
N3,警告,けいこく
N3,議会,ぎかい
N3,議員,ぎいん
N3,議論,ぎろん
N3,議長,ぎちょう
N3,譲る,ゆずる
N3,谷,たに
N3,豆,まめ
N3,豊か,ゆたか
N3,豊富,ほうふ
N3,象,ぞう
N3,豪華,ごうか
N3,貝,かい
N3,負う,おう
N3,負け,まけ
N3,財産,ざいさん
N3,貢献,こうけん
N3,貧しい,まずしい
N3,販売,はんばい
N3,責める,せめる
N3,責任,せきにん
N3,貯金,ちょきん
N3,貴重,きちょう
N3,貸し,かし
N3,費用,ひよう
N3,資本,しほん
N3,資格,しかく
N3,資源,しげん
N3,賛成,さんせい
N3,賞,しょう
N3,賞品,しょうひん
N3,賢い,かしこい
N3,質,しつ
N3,賭ける,かける
N3,贅沢,ぜいたく
N3,贈る,おくる
N3,起こる,おこる
N3,起源,きげん
N3,超える,こえる
N3,超す,こす
N3,越える,こえる
N3,越す,こす
N3,足袋,たび
N3,跡,あと
N3,蹴る,ける
N3,身,み
N3,身体,しんたい
N3,身長,しんちょう
N3,軍,ぐん
N3,軍隊,ぐんたい
N3,軒,のき
N3,転ぶ,ころぶ
N3,転校,てんこう
N3,載せる,のせる
N3,載る,のる
N3,輝く,かがやく
N3,輪,わ
N3,辛い,つらい
N3,辞める,やめる
N3,辞退,じたい
N3,農家,のうか
N3,農業,のうぎょう
N3,農民,のうみん
N3,辺り,あたり
N3,迎え,むかえ
N3,近代,きんだい
N3,近視,きんし
N3,近頃,ちかごろ
N3,述べる,のべる
N3,迷う,まよう
N3,迷子,まいご
N3,迷惑,めいわく
N3,追い付く,おいつく
N3,追う,おう
N3,退く,どく
N3,退学,たいがく
N3,退屈,たいくつ
N3,逆,ぎゃく
N3,逆らう,さからう
N3,途端,とたん
N3,通じる,つうじる
N3,通す,とおす
N3,通り過ぎる,とおりすぎる
N3,通信,つうしん
N3,通勤,つうきん
N3,通学,つうがく
N3,通行,つうこう
N3,通訳,つうやく
N3,通貨,つうか
N3,通過,つうか
N3,速度,そくど
N3,連れ,つれ
N3,連想,れんそう
N3,連続,れんぞく
N3,逮捕,たいほ
N3,週,しゅう
N3,進める,すすめる
N3,進学,しんがく
N3,進歩,しんぽ
N3,進行,しんこう
N3,遂に,ついに
N3,遅れ,おくれ
N3,遅刻,ちこく
N3,運,うん
N3,運転,うんてん
N3,過ごす,すごす
N3,過去,かこ
N3,過程,かてい
N3,道徳,どうとく
N3,道路,どうろ
N3,達する,たっする
N3,違い,ちがい
N3,違いない,ちがいない
N3,違反,いはん
N3,適する,てきする
N3,適切,てきせつ
N3,適度,てきど
N3,適用,てきよう
N3,遭う,あう
N3,選手,せんしゅ
N3,選択,せんたく
N3,選挙,せんきょ
N3,選考,せんこう
N3,避ける,さける
N3,郡,ぐん
N3,部分,ぶぶん
N3,郵便,ゆうびん
N3,都,みやこ
N3,都会,とかい
N3,都市,とし
N3,酌む,くむ
N3,配達,はいたつ
N3,酒,さけ
N3,酔う,よう
N3,酢,す
N3,酸化,さんか
N3,酸性,さんせい
N3,酸素,さんそ
N3,重なる,かさなる
N3,重ねる,かさねる
N3,重体,じゅうたい
N3,重大,じゅうだい
N3,重要,じゅうよう
N3,重視,じゅうし
N3,野,の
N3,野党,やとう
N3,量,りょう
N3,量る,はかる
N3,金,かね
N3,金,きん
N3,金属,きんぞく
N3,金庫,きんこ
N3,金融,きんゆう
N3,金銭,きんせん
N3,金額,きんがく
N3,針,はり
N3,釣,つり
N3,鉄,てつ
N3,鉄道,てつどう
N3,銀,ぎん
N3,銃,じゅう
N3,銅貨,どうか
N3,鋭い,するどい
N3,鍋,なべ
N3,鎖,くさり
N3,鐘,かね
N3,長期,ちょうき
N3,閉じる,とじる
N3,開始,かいし
N3,間,ま
N3,間違い,まちがい
N3,間隔,かんかく
N3,関する,かんする
N3,関心,かんしん
N3,関連,かんれん
N3,防ぐ,ふせぐ
N3,降ろす,おろす
N3,降伏,こうふく
N3,限る,かぎる
N3,限界,げんかい
N3,除く,のぞく
N3,陰,かげ
N3,陸,りく
N3,陽気,ようき
N3,隊,たい
N3,際,さい
N3,障害,しょうがい
N3,隠す,かくす
N3,隠れる,かくれる
N3,集まり,あつまり
N3,集中,しゅうちゅう
N3,集団,しゅうだん
N3,雇う,やとう
N3,離す,はなす
N3,離れる,はなれる
N3,離婚,りこん
N3,難,なん
N3,雰囲気,ふんいき
N3,雷,かみなり
N3,電子,でんし
N3,需要,じゅよう
N3,震える,ふるえる
N3,霜,しも
N3,霧,きり
N3,露,つゆ
N3,青年,せいねん
N3,非常,ひじょう
N3,非行,ひこう
N3,面,めん
N3,面倒,めんどう
N3,面接,めんせつ
N3,革,かわ
N3,音,おん
N3,音,ね
N3,頂上,ちょうじょう
N3,順,じゅん
N3,順番,じゅんばん
N3,順調,じゅんちょう
N3,預かる,あずかる
N3,預ける,あずける
N3,頬,ほお
N3,頬,ほほ
N3,頭痛,ずつう
N3,頼る,たよる
N3,題,だい
N3,題名,だいめい
N3,額,がく
N3,額,ひたい
N3,願い,ねがい
N3,願う,ねがう
N3,風景,ふうけい
N3,飛ばす,とばす
N3,飛び出す,とびだす
N3,飛行,ひこう
N3,食う,くう
N3,食卓,しょくたく
N3,食品,しょくひん
N3,食料,しょくりょう
N3,食欲,しょくよく
N3,食物,しょくもつ
N3,食糧,しょくりょう
N3,飯,めし
N3,飼う,かう
N3,飽きる,あきる
N3,飾り,かざり
N3,餌,えさ
N3,首相,しゅしょう
N3,首都,しゅと
N3,香り,かおり
N3,馬,うま
N3,馬鹿,ばか
N3,馴らす,ならす
N3,馴れる,なれる
N3,駆ける,かける
N3,駐車,ちゅうしゃ
N3,騒ぎ,さわぎ
N3,騒音,そうおん
N3,騙す,だます
N3,驚き,おどろき
N3,骨,ほね
N3,骨折,こっせつ
N3,高まる,たかまる
N3,高める,たかめる
N3,高価,こうか
N3,高速,こうそく
N3,髪の毛,かみのけ
N3,鬼,おに
N3,魅力,みりょく
N3,魚,うお
N3,鳴らす,ならす
N3,黒板,こくばん
N3,黙る,だまる
N3,鼠,ねずみ
N3,～敗,はい
N3,～観,かん
N4,あ,あ
N4,あいさつする,挨拶
N4,あげる,あげる
N4,あんな,あんな
N4,いくら～ても,いくら～ても
N4,いじめる,いじめる
N4,いただく,頂く
N4,いっぱい,一杯
N4,いらっしゃる,いらっしゃる
N4,うかがう,うかがう
N4,うそ,嘘
N4,うまい,うまい
N4,うれしい,嬉しい
N4,うん,うん
N4,おいでになる,おいでになる
N4,おかげ,お陰
N4,おかしい,おかしい
N4,おっしゃる,おっしゃる
N4,おつり,おつり
N4,おもちゃ,おもちゃ
N4,おる,おる
N4,お土産,おみやげ
N4,お嬢さん,おじょうさん
N4,お子さん,おこさん
N4,お宅,おたく
N4,お礼,おれい
N4,お祝い,おいわい
N4,お祭り,おまつり
N4,お見舞い,おみまい
N4,お金持ち,かねもち; おかねもち
N4,かっこう,格好
N4,かまう,
N4,きっと,きっと
N4,くださる,くださる
N4,くれる,くれる
N4,けがする,けがする
N4,けれど; けれども,けれど; けれども
N4,けんかする,けんかする
N4,こう,こう
N4,この間,このあいだ
N4,この頃,このごろ
N4,これから,これから
N4,ごちそう,ごちそう
N4,ごみ,ごみ
N4,ごらんになる,
N4,ご主人,ごしゅじん
N4,ご存じ,ごぞんじ
N4,さっき,さっき
N4,しっかり,しっかり
N4,しばらく,しばらく
N4,すっかり,すっかり
N4,すっと,すっと
N4,すり,すり
N4,すると,すると
N4,そう,そう
N4,それで,それで
N4,それに,それに
N4,それほど,それほど
N4,そろそろ,そろそろ
N4,そんな,そんな
N4,そんなに,そんなに
N4,たまに,たまに
N4,だから,だから
N4,だめ,だめ
N4,ちっとも,ちっとも
N4,つもり,つもり
N4,できるだけ,できるだけ
N4,とうとう,とうとう
N4,どんどん,どんどん
N4,なさる,なさる
N4,なるべく,なるべく
N4,なるほど,なるほど
N4,はず,はず
N4,はっきり,はっきり
N4,ひげ,ひげ
N4,ひどい,ひどい
N4,びっくりする,びっくりする
N4,ぶどう,ぶどう
N4,ほとんど,ほとんど
N4,まず,まず
N4,または,または
N4,もうすぐ,もうすぐ
N4,もし,もし
N4,もちろん,もちろん
N4,もらう,もらう
N4,やっと,やっと
N4,やはり; やっぱり,やはり; やっぱり
N4,よろしい,よろしい
N4,アクセサリー,アクセサリー
N4,アジア,アジア
N4,アナウンサー,アナウンサー
N4,アフリカ,アフリカ
N4,アメリカ,アメリカ
N4,アルコール,アルコール
N4,アルバイト,アルバイト
N4,エスカレーター,エスカレーター
N4,オートバイ,オートバイ
N4,オーバー,オーバー
N4,カーテン,カーテン
N4,ガス,ガス
N4,ガソリン,ガソリン
N4,ガソリンスタンド,ガソリンスタンド
N4,ガラス,ガラス
N4,ケーキ,ケーキ
N4,コンサート,コンサート
N4,コンピュータ; コンピューター,コンピュータ; コンピューター
N4,サラダ,サラダ
N4,サンダル,サンダル
N4,サンドイッチ,サンドイッチ
N4,ジャム,ジャム
N4,スクリーン,スクリーン
N4,ステレオ,ステレオ
N4,ステーキ,ステーキ
N4,スーツ,スーツ
N4,スーツケース,スーツケース
N4,スーパー (マーケット),スーパー (マーケット)
N4,ソフト,ソフト
N4,タイプ,タイプ
N4,チェックする,チェックする
N4,テキスト,テキスト
N4,テニス,テニス
N4,ハンバーグ,ハンバーグ
N4,パソコン,パソコン
N4,パパ,パパ
N4,パート (タイム),パート (タイム)
N4,ビル,ビル
N4,ピアノ,ピアノ
N4,ファックス,ファックス
N4,プレゼント,プレゼント
N4,ベル,ベル
N4,レジ,レジ
N4,レポート; リポート,レポート; リポート
N4,ワープロ,ワープロ
N4,一度,いちど
N4,一生懸命,いっしょうけんめい
N4,丁寧,ていねい
N4,上がる,あがる
N4,下げる,さげる
N4,下りる,おりる
N4,下る,さがる
N4,下宿,げしゅく
N4,下着,したぎ
N4,不便,ふべん
N4,世界,せかい
N4,世話,せわする
N4,両方,りょうほう
N4,中々,なかなか
N4,中学校,ちゅうがっこう
N4,久しぶり,ひさしぶり
N4,乗り換える,のりかえる
N4,乗り物,のりもの
N4,乾く,かわく
N4,予定,よてい
N4,予約,よやく
N4,予習,よしゅう
N4,事,こと
N4,事務所,じむしょ
N4,事故,じこ
N4,亡くなる,なくなる
N4,交通,こうつう
N4,人口,じんこう
N4,人形,にんぎょう
N4,今夜,こんや
N4,今度,こんど
N4,仕方,しかた
N4,代わり,かわり
N4,以上,いじょう
N4,以下,いか
N4,以内,いない
N4,以外,いがい
N4,会場,かいじょう
N4,会話,かいわ
N4,会議,かいぎ
N4,会議室,かいぎしつ
N4,伝える,つたえる
N4,伺う,うかがう
N4,似る,にる
N4,住所,じゅうしょ
N4,例えば,たとえば
N4,倍,ばい
N4,倒れる,たおれる
N4,値段,ねだん
N4,僕,ぼく
N4,億,おく
N4,優しい,やさしい
N4,先輩,せんぱい
N4,光,ひかり
N4,光る,ひかる
N4,入学,にゅうがくする
N4,入院,にゅういんする
N4,全然,ぜんぜん
N4,公務員,こうむいん
N4,具合,ぐあい
N4,内,うち
N4,再来月,さらいげつ
N4,再来週,さらいしゅう
N4,写す,うつす
N4,冷える,ひえる
N4,冷房,れいぼう
N4,凄い,すごい
N4,出席,しゅっせきする
N4,出発,しゅっぱつする
N4,別,べつ
N4,別れる,わかれる
N4,利用,りよう
N4,割れる,われる
N4,割合,わりあい
N4,力,ちから
N4,動く,うごく
N4,動物園,どうぶつえん
N4,勝つ,かつ
N4,匂い,におい
N4,包む,つつむ
N4,医学,いがく
N4,十分,じゅうぶん
N4,卒業,そつぎょう
N4,危険,きけん
N4,原因,げんいん
N4,厳しい,きびしい
N4,参る,まいる
N4,反対,はんたい
N4,取り替える,とりかえる
N4,受ける,うける
N4,受付,うけつけ
N4,召し上がる,めしあがる
N4,台風,たいふう
N4,叱る,しかる
N4,合う,あう
N4,向かう,むかう
N4,君,きみ
N4,周り,まわり
N4,味,あじ
N4,味噌,みそ
N4,品物,しなもの
N4,喉,のど
N4,喜ぶ,よろこぶ
N4,噛む,かむ
N4,回る、回す,まわる、まわす
N4,国際,こくさい
N4,地理,ちり
N4,地震,じしん
N4,坂,さか
N4,堅; 硬; 固い,かたい
N4,場合,ばあい
N4,場所,ばしょ
N4,塗る,ぬる
N4,増える,ふえる
N4,壁,かべ
N4,壊す,こわす
N4,壊れる,こわれる
N4,売り場,うりば
N4,変,へん
N4,変える,かえる
N4,変わる,かわる
N4,夢,ゆめ
N4,大事,だいじ
N4,大体,だいたい
N4,大分,だいぶ
N4,大学生,だいがくせい
N4,大抵,たいてい
N4,天気予報,てんきよほう
N4,太る,ふとる
N4,夫,おっと
N4,失敗,しっぱい
N4,失礼,しつれい
N4,女性,じょせい
N4,妻,つま
N4,始める,はじめる
N4,娘,むすめ
N4,子,こ
N4,字,じ
N4,季節,きせつ
N4,安全,あんぜん
N4,安心,あんしん
N4,客,きゃく
N4,家内,かない
N4,寂しい,さびしい
N4,寄る,よる
N4,寝坊,ねぼう
N4,寺,てら
N4,専門,せんもん
N4,将来,しょうらい
N4,尋ねる,たずねる
N4,小学校,しょうがっこう
N4,小説,しょうせつ
N4,小鳥,ことり
N4,届ける,とどける
N4,屋上,おくじょう
N4,展覧会,てんらんかい
N4,島,しま
N4,工場,こうじょう
N4,工業,こうぎょう
N4,差し上げる,さしあげる
N4,市,し
N4,市民,しみん
N4,布団,ふとん
N4,席,せき
N4,帰り,かえり
N4,床屋,とこや
N4,店員,てんいん
N4,建て,～だて
N4,建てる,たてる
N4,引き出し,ひきだし
N4,引っ越す,ひっこす
N4,形,かたち
N4,役に立つ,やくにたつ
N4,彼,かれ
N4,彼ら,かれら
N4,彼女,かのじょ
N4,御～,ご～
N4,復習,ふくしゅう
N4,心,こころ
N4,心配,しんぱいする
N4,必ず,かならず
N4,必要,ひつよう
N4,忘れ物,わすれもの
N4,怒る,おこる
N4,怖い,こわい
N4,思い出す,おもいだす
N4,思う,おもう
N4,急,きゅう
N4,急ぐ,いそぐ
N4,急行,きゅうこう
N4,恥ずかしい,はずかしい
N4,息子,むすこ
N4,悲しい,かなしい
N4,意見,いけん
N4,慣れる,なれる
N4,戦争,せんそう
N4,戻る,もどる
N4,手伝う,てつだう
N4,手袋,てぶくろ
N4,打つ,うつ
N4,払う,はらう
N4,承知,しょうちする
N4,技術,ぎじゅつ
N4,投げる,なげる
N4,折る,おる
N4,折れる,おれる
N4,押し入れ,おしいれ
N4,招待,しょうたいする
N4,拝見,はいけんする
N4,拾う,ひろう
N4,指,ゆび
N4,指輪,ゆびわ
N4,捕まえる,つかまえる
N4,捨てる,すてる
N4,探す,さがす
N4,揺れる,ゆれる
N4,支度,したくする
N4,放送,ほうそうする
N4,政治,せいじ
N4,故障,こしょうする
N4,教会,きょうかい
N4,教育,きょういく
N4,数学,すうがく
N4,文化,ぶんか
N4,文学,ぶんがく
N4,文法,ぶんぽう
N4,新聞社,しんぶんしゃ
N4,旅館,りょかん
N4,日,ひ
N4,日記,にっき
N4,明日,あす
N4,昔,むかし
N4,星,ほし
N4,是非,ぜひ
N4,昼休み,ひるやすみ
N4,昼間,ひるま
N4,時代,じだい
N4,普通,ふつう
N4,景色,けしき
N4,暖房,だんぼう
N4,暮れる,くれる
N4,最も,もっとも
N4,最初,さいしょ
N4,最後,さいご
N4,最近,さいきん
N4,月,つき
N4,木綿,もめん
N4,林,はやし
N4,枝,えだ
N4,柔らかい,やわらかい
N4,柔道,じゅうどう
N4,校長,こうちょう
N4,案内,あんないする
N4,棚,たな
N4,森,もり
N4,植える,うえる
N4,楽しみ,たのしみ
N4,楽む,たのしむ
N4,様,よう
N4,機会,きかい
N4,止む,やむ
N4,止める,とめる
N4,止める,やめる
N4,正しい,ただしい
N4,正月,しょうがつ
N4,歯医者,はいしゃ
N4,歴史,れきし
N4,残る,のこる
N4,残念,ざんねん
N4,比べる,くらべる
N4,毛,け
N4,気,き
N4,気分,きぶん
N4,気持ち,きもち
N4,水泳,すいえい
N4,水道,すいどう
N4,汚れる,よごれる
N4,決して,けっして
N4,決まる,きまる
N4,決める,きめる
N4,汽車,きしゃ
N4,沸かす,わかす
N4,沸く,わく
N4,治る,なおる
N4,泊まる,とまる
N4,法律,ほうりつ
N4,泣く,なく
N4,泥棒,どろぼう
N4,注射,ちゅうしゃ
N4,注意,ちゅうい
N4,浅い,あさい
N4,海岸,かいがん
N4,消しゴム,けしゴム
N4,深い,ふかい
N4,済む,すむ
N4,港,みなと
N4,湖,みずうみ
N4,湯,ゆ
N4,準備,じゅんびする
N4,滑る,すべる
N4,漫画,まんが
N4,漬ける,つける
N4,濡れる,ぬれる
N4,火,ひ
N4,火事,かじ
N4,点,てん
N4,点く,つく
N4,為,ため
N4,無くなる,なくなる
N4,無理,むり
N4,焼く,やく
N4,焼ける,やける
N4,熱,ねつ
N4,熱心,ねっしん
N4,片付ける,かたづける
N4,特に,とくに
N4,特別,とくべつ
N4,特急,とっきゅう
N4,珍しい,めずらしい
N4,理由,りゆう
N4,生きる,いきる
N4,生活,せいかつする
N4,生産,せいさんする
N4,産業,さんぎょう
N4,用,よう
N4,用事,ようじ
N4,用意,ようい
N4,田舎,いなか
N4,申し上げる,もうしあげる
N4,申す,もうす
N4,男性,だんせい
N4,留守,るす
N4,番組,ばんぐみ
N4,畳,たたみ
N4,痩せる,やせる
N4,発音,はつおん
N4,皆,みな
N4,盗む,ぬすむ
N4,盛ん,さかん
N4,直す,なおす
N4,直る,なおる
N4,相談,そうだんする
N4,看護婦,かんごふ
N4,真中,まんなか
N4,真面目,まじめ
N4,眠い,ねむい
N4,眠る,ねむる
N4,着物,きもの
N4,知らせる,しらせる
N4,石,いし
N4,砂,すな
N4,研究,けんきゅう
N4,研究室,けんきゅうしつ
N4,確か,たしか
N4,社会,しゃかい
N4,社長,しゃちょう
N4,祈る,いのる
N4,祖母,そぼ
N4,祖父,そふ
N4,神社,じんじゃ
N4,科学,かがく
N4,移る,うつる
N4,程,ほど
N4,空く,あく
N4,空く,すく
N4,空気,くうき
N4,空港,くうこう
N4,立てる,たてる
N4,競争,きょうそう
N4,笑う,わらう
N4,答,こたえ
N4,簡単,かんたん
N4,米,こめ
N4,糸,いと
N4,約束,やくそく
N4,素晴らしい,すばらしい
N4,細かい,こまかい
N4,紹介,しょうかい
N4,終わり,おわり
N4,経済,けいざい
N4,経験,けいけんする
N4,絹,きぬ
N4,続く,つづく
N4,続ける,つづける
N4,線,せん
N4,美しい,うつくしい
N4,美術館,びじゅつかん
N4,習慣,しゅうかん
N4,翻訳,ほんやく
N4,考える,かんがえる
N4,聞こえる,きこえる
N4,育てる,そだてる
N4,背中,せなか
N4,腕,うで
N4,自由,じゆう
N4,致す,いたす
N4,興味,きょうみ
N4,舟,ふね
N4,花見,はなみ
N4,苦い,にがい
N4,草,くさ
N4,落す,おとす
N4,落る,おちる
N4,葉,は
N4,虫,むし
N4,血,ち
N4,行う,おこなう
N4,表,おもて
N4,裏,うら
N4,複雑,ふくざつ
N4,褒める,ほめる
N4,西洋,せいよう
N4,見える,みえる
N4,見つかる,みつかる
N4,見つける,みつける
N4,見物,けんぶつ
N4,規則,きそく
N4,親,おや
N4,親切,しんせつ
N4,触る,さわる
N4,計画,けいかくする
N4,訪ねる,たずねる
N4,訳,わけ
N4,試合,しあい
N4,試験,しけん
N4,説明,せつめい
N4,課長,かちょう
N4,調べる,しらべる
N4,講堂,こうどう
N4,講義,こうぎ
N4,謝る,あやまる
N4,警察,けいさつ
N4,負ける,まける
N4,貿易,ぼうえき
N4,贈り物,おくりもの
N4,赤ちゃん,あかちゃん
N4,赤ん坊,あかんぼう
N4,起こす,おこす
N4,趣味,しゅみ
N4,足す,たす
N4,足りる,たりる
N4,踊り,おどり
N4,踊る,おどる
N4,踏む,ふむ
N4,輸入,ゆにゅう
N4,輸出,ゆしゅつする
N4,辞典,じてん
N4,込む,こむ
N4,迎える,むかえる
N4,近所,きんじょ
N4,返事,へんじ
N4,退院,たいいんする
N4,送る,おくる
N4,逃げる,にげる
N4,途中,とちゅう
N4,通う,かよう
N4,通り,とおり
N4,通る,とおる
N4,連れる,つれる
N4,連絡,れんらく
N4,進む,すすむ
N4,遅れる,おくれる
N4,遊び,あそび
N4,運ぶ,はこぶ
N4,運動,うんどうする
N4,運転,うんてんする
N4,運転手,うんてんしゅ
N4,過ぎる,すぎる
